Ship_ID,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Ship_class,Ship_Speed,Ship_Fuel_Level,Ship_crew_count,Ship_Cargo_Weight,Ship_Humidity,Ship_Temperature,Ship_Engine_Status,Ship_activity_log,Ship_Energy_Consumption
3225,7066_02,Earth,TRUE,G/1157/S,TRAPPIST-1e,49,FALSE,0,0,0,0,0,Leondy Haynardy,41063,40761,161182,1825.25,692.9,43,17.33,101.28,693.5,619
3226,7067_01,Earth,FALSE,G/1158/S,TRAPPIST-1e,3,,0,0,0,0,0,Karay Wriggins,41064,40762,161182,1832.45,694,43,17.4,101.29,702.5,619
3227,7067_02,Earth,TRUE,G/1158/S,TRAPPIST-1e,5,FALSE,0,0,0,0,0,Lis Wriggins,41065,40763,161182,1840.3,697,43,17.47,101.3,709.7,619
3228,7067_03,Earth,FALSE,F/1349/S,TRAPPIST-1e,,FALSE,844,0,0,27,2,Mael Wriggins,41066,40764,161182,1816,705.25,43,17.4,101.3,710,619
3229,7070_01,Europa,FALSE,A/74/P,55 Cancri e,57,FALSE,0,1830,0,0,89,Achbah Forous,41067,40765,161182,1826.65,699.55,43,17.34,101.29,705.45,619
3230,7075_01,Mars,FALSE,E/453/P,TRAPPIST-1e,29,FALSE,0,0,227,66,1005,Ops Stie,41068,40766,161182,1821.2,701.5,43,17.3,101.29,705,681
3231,7076_01,Earth,TRUE,G/1139/P,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Rankie Lerez,41069,40767,161182,1810.25,698.1,43,17.26,101.29,704.9,681
3232,7081_01,Europa,FALSE,B/234/P,TRAPPIST-1e,21,FALSE,0,9336,1,51,919,Sarino Fuelrad,41070,40768,161182,1821.5,692.9,43,17.17,101.29,700,681
3233,7081_02,Europa,TRUE,B/234/P,55 Cancri e,25,FALSE,0,0,0,0,0,Aston Fuelrad,41071,40769,161182,1825.2,694.5,43,17.08,101.28,697,681
3234,7100_01,Europa,FALSE,A/76/P,55 Cancri e,26,FALSE,0,5283,0,3,36,Ionan Heracker,41072,40770,161182,1826.2,695,43,16.98,101.28,706.7,681
3235,7100_02,Europa,FALSE,A/76/P,55 Cancri e,33,TRUE,0,2105,24,0,5879,Thab Venticable,41073,40771,161182,1842.25,706.55,43,16.89,101.28,714.95,681
3236,7101_01,Europa,FALSE,B/235/P,55 Cancri e,43,FALSE,94,5196,602,6603,510,Genons Regaugress,41074,40772,161182,1853.25,717.1,43,16.92,101.28,724,681
3237,7101_02,Europa,FALSE,B/235/P,55 Cancri e,26,FALSE,0,2524,3,3493,0,Atonea Regaugress,41075,40773,161182,1889.95,713.5,43,16.94,101.28,720,681
3238,7102_01,Europa,TRUE,E/455/P,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Ainoxa Wassird,41076,40774,161182,1878.5,716.2,43,16.91,101.28,720,681
3239,7103_01,Mars,FALSE,E/456/P,TRAPPIST-1e,30,FALSE,879,0,420,0,0,Hary Iccle,41077,40775,161182,1863.55,714.1,43,16.88,101.29,722,681
3240,7103_02,Mars,TRUE,F/1472/P,55 Cancri e,8,FALSE,0,0,0,0,0,Hont Iccle,41078,40776,161182,1865.55,725.15,43,16.79,101.3,736.4,681
3241,7107_01,Earth,TRUE,G/1145/P,PSO J318.5-22,,FALSE,0,0,0,0,0,Jayne Thorney,41079,40777,161182,1884.55,740.5,43,16.7,101.3,769.9,748
3242,7108_01,Europa,FALSE,C/261/S,TRAPPIST-1e,23,FALSE,4,3142,0,3473,407,Batenan Fulazy,41080,40778,161182,1916.3,744.25,43,16.58,101.3,744.3,748
3243,7112_01,Earth,FALSE,F/1360/S,TRAPPIST-1e,22,FALSE,22,0,1367,0,0,Pamont Blange,41081,40779,161182,1910.5,728.1,43,16.45,101.3,730.5,748
3244,7115_01,Mars,TRUE,F/1474/P,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Ber Pepie,41082,40780,161182,1900.3,725.4,43,16.31,101.32,742.75,748
3245,7122_01,Earth,FALSE,F/1364/S,TRAPPIST-1e,35,FALSE,0,0,904,0,0,Darlie Gillock,41083,40781,161182,1886.35,742.45,43,16.17,101.33,753.6,748
3246,7123_01,Earth,FALSE,,TRAPPIST-1e,26,FALSE,699,,5,50,1,Sallie Hartz,41084,40782,161182,1874.65,742.5,43,16.09,101.33,743.6,748
3247,7124_01,Europa,TRUE,C/229/P,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Eltares Aillyber,41085,40783,161182,1869.5,731.05,43,16,101.34,741.5,765
3248,7124_02,Europa,TRUE,C/229/P,55 Cancri e,18,FALSE,0,0,0,0,0,Menkard Aillyber,41086,40784,161182,1896.2,733.1,43,15.92,101.34,736.4,765
3249,7124_03,Europa,FALSE,C/229/P,,41,FALSE,0,2925,0,1623,0,Tarrak Aillyber,41087,40785,161182,1900.6,736.7,43,15.86,101.34,739.9,765
3250,7125_01,Mars,TRUE,,PSO J318.5-22,41,FALSE,0,0,0,0,0,Nakes Eccle,41088,40786,161182,1897.35,739.6,43,15.8,101.34,741,765
3251,7129_01,Earth,FALSE,F/1367/S,TRAPPIST-1e,22,FALSE,8,796,1825,553,0,Curtle Klinson,41089,40787,161182,1905.35,730.1,43,15.71,101.34,732,765
3252,7130_01,Earth,TRUE,G/1147/P,55 Cancri e,,FALSE,0,0,0,,0,Ine Jacostarks,41090,40788,161182,1887.95,726.45,43,15.62,101.35,735,765
3253,7130_02,Earth,TRUE,G/1147/P,PSO J318.5-22,0,FALSE,0,0,0,0,0,Anney Jacostarks,41091,40789,161182,1887.95,737.1,43,15.63,101.35,746,646
3254,7130_03,Earth,FALSE,F/1477/P,TRAPPIST-1e,16,FALSE,,36,125,4,13,Kenda Sullones,41092,40790,161182,1897.3,745.05,43,15.64,101.36,753.5,646
3255,7130_04,Earth,FALSE,E/457/P,PSO J318.5-22,27,FALSE,0,0,0,687,2,Frey Torrez,41093,40791,161182,1881.1,751.55,43,15.6,101.35,762,646
3256,7130_05,Earth,,G/1147/P,55 Cancri e,13,FALSE,0,0,0,0,0,Stene Jacostarks,41094,40792,161182,1847.7,750.2,43,15.57,101.35,751,646
3257,7130_06,Earth,FALSE,G/1147/P,55 Cancri e,1,FALSE,0,0,0,0,0,Franda Jacostarks,41095,40793,161182,1848.75,735.1,43,15.58,101.35,738.1,646
3258,7130_07,Earth,FALSE,G/1147/P,TRAPPIST-1e,32,FALSE,808,0,2,0,0,Lesley Sullones,41096,40794,161182,1839.45,732,43,15.58,101.36,735.7,646
3259,7131_01,Earth,FALSE,F/1478/P,TRAPPIST-1e,35,FALSE,22,1240,0,1,1,Craine Rices,41097,40795,161182,1843.2,726.2,43,15.54,101.36,730.1,769
3260,7135_01,Earth,TRUE,G/1166/S,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Anie Gainebergan,41098,40796,161182,1844.6,718,43,15.51,101.37,719.2,769
3261,7135_02,Earth,FALSE,F/1369/S,55 Cancri e,17,FALSE,0,0,799,2,0,Stace Gainebergan,41099,40797,161182,1834.6,712.35,43,15.32,101.38,717.4,769
3262,7135_03,Earth,FALSE,F/1369/S,PSO J318.5-22,49,FALSE,0,1473,4,37,0,Fayel Gainebergan,41100,40798,161182,1818.7,706,43,15.14,101.39,709.65,769
3263,7135_04,Earth,TRUE,G/1166/S,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Anae Gainebergan,41101,40799,161182,1764.1,694,43,15.03,101.39,700,769
3264,7136_01,Earth,TRUE,G/1149/P,55 Cancri e,9,FALSE,0,0,0,0,0,Hery Lynnerett,41102,40800,161182,1771.95,701.45,43,14.92,101.39,710.55,769
3265,7138_01,Mars,FALSE,F/1370/S,TRAPPIST-1e,27,FALSE,1298,460,63,0,0,Anamse Tecre,41103,40801,161182,1762.55,704.1,43,15.4,101.4,707.5,806
3266,7139_01,Europa,FALSE,C/230/P,TRAPPIST-1e,59,FALSE,0,186,0,945,2655,Bens Pippoppere,41104,40802,161182,1782.7,705,43,15.89,101.4,710.4,806
3267,7141_01,Earth,FALSE,F/1480/P,PSO J318.5-22,25,FALSE,91,403,0,64,0,Lewise Sosalinson,41105,40803,161182,1770.3,700,43,17.21,101.4,729,806
3268,7145_01,Earth,FALSE,F/1373/S,TRAPPIST-1e,21,FALSE,1219,742,5,324,0,Tanley Mirez,41106,40804,161182,1764.9,715.1,43,18.53,101.4,720,806
3269,7146_01,Earth,FALSE,F/1481/P,TRAPPIST-1e,15,FALSE,,0,8,1,2079,Tance Dotsondez,41107,40805,161182,1798.35,708.2,43,19.81,101.4,711.2,806
3270,7147_01,Europa,TRUE,C/262/S,55 Cancri e,28,,0,0,0,0,0,Grastab Prefule,41108,40806,161182,1809.95,704.75,43,21.09,101.41,710.15,806
3271,7150_01,Earth,FALSE,E/458/P,TRAPPIST-1e,42,FALSE,0,387,0,241,31,Vin Herreras,41109,40807,161182,1796.1,703.25,42.95,21.54,101.43,715.1,765
3272,7150_02,Earth,TRUE,G/1151/P,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Fanna Herreras,41110,40808,161182,1822.1,716.5,42.9,21.98,101.45,719.55,765
3273,7153_01,Earth,FALSE,F/1374/S,TRAPPIST-1e,21,FALSE,0,,0,463,0,Janita Yorkland,41111,40809,161182,1810.05,715,42.85,22.53,101.46,717.65,765
3274,7154_01,Earth,FALSE,F/1483/P,TRAPPIST-1e,48,FALSE,376,0,24,0,483,Derry Joyneidez,41112,40810,161182,1817.8,730.85,42.79,23.08,101.46,746.3,765
3275,7158_01,Earth,FALSE,F/1484/P,TRAPPIST-1e,24,FALSE,410,0,154,0,125,Bra Currisones,41113,40811,161182,1791.65,745.5,42.74,23.64,101.47,748,765
3276,7163_01,Europa,TRUE,C/231/P,TRAPPIST-1e,47,FALSE,0,0,0,0,0,Tach Spedlybood,41114,40812,161182,1780.2,745.05,42.69,24.19,101.48,750,765
3277,7163_02,Europa,TRUE,C/231/P,55 Cancri e,13,FALSE,0,0,0,0,0,Grafirk Spedlybood,41115,40813,161182,1755.9,741.65,42.64,24.46,101.48,742.8,825
3278,7163_03,Europa,FALSE,C/231/P,55 Cancri e,32,FALSE,0,2367,0,9891,88,Salas Spedlybood,41116,40814,161182,1719.25,746,42.59,24.74,101.49,748.8,825
3279,7164_01,Earth,FALSE,G/1153/P,PSO J318.5-22,29,FALSE,2,213,,19,226,Louisa Mejiaddox,41117,40815,161182,1704.8,746.5,42.54,25.11,101.49,774,825
3280,7169_01,Earth,TRUE,G/1169/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Andary Alfordonard,41118,40816,161182,1702.15,770,42.49,25.48,101.49,775,825
3281,7172_01,Mars,FALSE,E/477/S,TRAPPIST-1e,24,FALSE,58,177,279,15,1552,Ban Letty,41119,40817,161182,1694.25,770.15,42.44,26.24,101.5,775.35,825
3282,7172_02,Mars,FALSE,E/477/S,TRAPPIST-1e,52,FALSE,1350,0,0,0,19,Skix Letty,41120,40818,161182,1670.45,776,42.38,27,101.5,788.3,825
3283,7174_01,Earth,FALSE,F/1379/S,TRAPPIST-1e,21,FALSE,0,4,4,636,0,Gleney Solinez,41121,40819,161182,1680.1,782.2,42.33,27.44,101.51,789.95,850
3284,7178_01,Mars,TRUE,F/1487/P,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Allota Bush,41122,40820,161182,1693.35,776.6,42.28,27.89,101.52,793.8,850
3285,7183_01,Earth,TRUE,,TRAPPIST-1e,19,,0,0,0,0,0,Janne Brookes,41123,40821,161182,1672.6,790.3,42.23,28.34,101.52,802,850
3286,7185_01,Europa,TRUE,D/224/P,TRAPPIST-1e,39,FALSE,0,0,0,0,0,Arix Baltragnal,41124,40822,161182,1695.15,793.15,42.18,28.79,101.53,800,850
3287,7195_01,Earth,TRUE,G/1173/S,TRAPPIST-1e,59,FALSE,0,0,0,0,0,Gretty Hallahaney,41125,40823,161182,1688.4,799.1,42.13,29.2,101.54,810,850
3288,7196_01,Mars,TRUE,F/1491/P,55 Cancri e,45,FALSE,0,0,0,0,0,Griste Crité,41126,40824,161182,1677.35,805.5,42.08,29.62,101.55,821,850
3289,7198_01,Earth,TRUE,G/1159/P,PSO J318.5-22,25,FALSE,0,,0,0,0,Shally Diazarez,41127,40825,161182,1706.8,797.35,42.03,30,101.55,800.1,825
3290,7201_01,Mars,FALSE,F/1384/S,TRAPPIST-1e,64,FALSE,509,,1023,0,80,Cord Spore,41128,40826,161182,1690.25,789.05,41.97,30.38,101.55,798,825
3291,7204_01,Mars,FALSE,F/1385/S,55 Cancri e,24,FALSE,114,0,0,1479,0,Bonutz Prist,41129,40827,161182,1672.9,795.75,41.92,30.96,101.55,797.25,825
3292,7209_01,Europa,FALSE,E/479/S,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Lesaton Dengshred,41130,40828,161182,1667.45,785.65,41.87,31.54,101.55,800,825
3293,7209_02,Europa,FALSE,E/479/S,TRAPPIST-1e,26,FALSE,0,2768,0,5,559,Jabba Dengshred,41131,40829,161182,1646.95,791.8,41.82,31.61,101.56,797.95,825
3294,7211_01,Mars,FALSE,E/480/S,TRAPPIST-1e,31,FALSE,1415,0,271,412,0,Gonut Reke,41132,40830,161182,1638.8,792.6,41.77,31.67,101.57,799,825
3295,7212_01,Earth,FALSE,F/1388/S,TRAPPIST-1e,18,FALSE,0,1201,0,0,0,Terta Kochroeders,41133,40831,161182,1645.75,795,41.72,31.74,101.58,797.15,825
3296,7213_01,Earth,TRUE,G/1162/P,PSO J318.5-22,21,FALSE,0,0,0,0,0,Eleaha Flynney,41134,40832,161182,1647.05,795.1,41.67,31.81,101.59,809.5,825
3297,7220_01,Europa,FALSE,B/272/S,TRAPPIST-1e,34,FALSE,135,207,0,1471,876,Weino Entenedy,41135,40833,161182,1713.65,812,41.62,32.38,101.59,817,825
3298,7222_01,Earth,FALSE,F/1496/P,TRAPPIST-1e,32,FALSE,1,946,2,0,0,Pamiea Estiagosen,41136,40834,161182,1743.15,816.5,41.56,32.96,101.59,831.95,825
3299,7223_01,Mars,TRUE,F/1390/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Whers Raf,41137,40835,161182,1697.45,821,41.51,33.3,101.59,828.05,825
3300,7228_01,Earth,TRUE,G/1176/S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Kirky Hurchanney,41138,40836,161182,1677.9,830.55,41.46,33.63,101.59,836.5,825
3301,7231_01,Earth,FALSE,F/1498/P,TRAPPIST-1e,39,FALSE,1230,0,7,163,48,Dellia Andackson,41139,40837,161182,1673.75,828.5,41.41,33.7,101.59,830,931
3302,7237_01,Earth,,G/1179/S,55 Cancri e,,FALSE,0,0,0,0,0,Darrie Colleruces,41140,40838,161182,1669.1,826.2,41.36,33.76,101.59,833,931
3303,7239_01,Earth,TRUE,G/1164/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Veremy Mayods,41141,40839,161182,1684.45,827.8,41.31,34.34,101.58,832.15,931
3304,7241_01,Europa,TRUE,A/88/S,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Diskeon Caticuous,41142,40840,161182,1690.5,830.65,41.26,34.92,101.58,838,884
3305,7241_02,Europa,FALSE,A/88/S,TRAPPIST-1e,24,FALSE,0,1455,172,7690,20,Coxan Caticuous,41143,40841,161182,1645.6,835.2,41.21,35.26,101.57,837.75,884
3306,7243_01,Earth,TRUE,G/1180/S,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Essara Vales,41144,40842,161182,1651.15,830,41.15,35.61,101.56,831.45,884
3307,7243_02,Earth,TRUE,G/1180/S,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Holey Vales,41145,40843,161182,1623.3,819.5,41.1,36.4,101.56,824,884
3308,7243_03,Earth,TRUE,G/1180/S,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Marlly Vales,41146,40844,161182,1659.6,817.6,41.05,37.19,101.56,820.65,884
3309,7243_04,Earth,FALSE,F/1393/S,55 Cancri e,21,FALSE,0,0,256,979,0,Chelly Vales,41147,40845,161182,1617.7,814.3,41,37.14,101.56,824.1,884
3310,7243_05,Earth,TRUE,G/1180/S,PSO J318.5-22,5,FALSE,0,0,0,0,0,Harlos Vales,41148,40846,161182,1571.85,816.6,41.15,37.08,101.56,820,944
3311,7244_01,Earth,TRUE,G/1181/S,PSO J318.5-22,29,FALSE,0,0,0,0,0,Hollie Griffince,41149,40847,161182,1542,810,41.31,36.91,101.56,814,944
3312,7245_01,Mars,FALSE,F/1394/S,TRAPPIST-1e,41,FALSE,149,1,2216,0,0,Flys Hart,41150,40848,161182,1533.25,811.1,41.46,36.74,101.56,853,944
3313,7248_01,Mars,FALSE,F/1500/P,55 Cancri e,32,FALSE,976,0,84,22,0,Hony Mité,41151,40849,161182,1532.3,849.5,41.62,36.95,101.55,863.2,944
3314,7248_02,Mars,TRUE,F/1500/P,TRAPPIST-1e,23,FALSE,0,0,0,0,0,Tures Mité,41152,40850,161182,1497.65,858.5,41.77,37.16,101.54,861,944
3315,7251_01,Earth,TRUE,G/1165/P,PSO J318.5-22,23,FALSE,0,0,0,0,0,Duana Charryerry,41153,40851,161182,1454.05,851,41.92,37.28,101.54,851,944
3316,7254_01,Earth,FALSE,E/483/S,TRAPPIST-1e,40,FALSE,0,0,0,292,1334,Timmie Rushing,41154,40852,161182,1481.4,849,42.08,37.41,101.53,859.35,944
3317,7262_01,Mars,FALSE,F/1504/P,TRAPPIST-1e,45,FALSE,381,1,1512,586,0,Eang Cheen,41155,40853,161182,1480.1,860.25,42.23,37.53,101.52,870,944
3318,7263_01,,FALSE,F/1399/S,TRAPPIST-1e,30,FALSE,1,0,478,4,321,Joela Bonder,41156,40854,161182,1465.1,846.3,42.38,37.66,101.52,855.2,944
3319,7264_01,Earth,FALSE,F/1400/S,TRAPPIST-1e,56,FALSE,758,0,0,0,1,Robyny Conleydenan,41157,40855,161182,1464.45,857.6,42.54,37.85,101.51,871.6,944
3320,7265_01,Earth,FALSE,,TRAPPIST-1e,13,FALSE,0,324,138,49,133,Calvia Bookson,41158,40856,161182,1455.1,865,42.69,38.04,101.5,872,944
3321,7266_01,Earth,FALSE,G/1182/S,TRAPPIST-1e,19,FALSE,0,0,39,449,321,Dorie Lardy,41159,40857,161182,1455.35,866,42.85,38.29,101.5,875,944
3322,7266_02,Earth,TRUE,G/1182/S,TRAPPIST-1e,46,FALSE,0,0,0,0,0,Doray Lardy,41160,40858,161182,1438.6,869,43,38.54,101.49,892,920
3323,7266_03,Earth,FALSE,G/1182/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Aliey Lardy,41161,40859,161182,1488.35,883.7,43.15,38.05,101.48,917,920
3324,7269_01,Earth,FALSE,F/1505/P,PSO J318.5-22,60,FALSE,250,0,0,355,6,Lerion Hayder,41162,40860,161182,1491.3,908.15,43.31,37.56,101.48,915,920
3325,7269_02,Earth,TRUE,G/1169/P,TRAPPIST-1e,39,FALSE,0,0,0,0,0,Ellena Hayder,41163,40861,161182,1505,915.9,43.46,37.39,101.47,930,920
3326,7272_01,Earth,TRUE,G/1172/P,PSO J318.5-22,20,FALSE,0,0,0,0,,Marlly Dotsonton,41164,40862,161182,1532.3,924.2,43.62,37.21,101.46,951,920
3327,7275_01,Earth,FALSE,F/1402/S,PSO J318.5-22,64,FALSE,245,2414,0,0,13,Violey Blacks,41165,40863,161182,1573.6,943.5,43.77,36.37,101.44,980.45,920
3328,7281_01,Europa,FALSE,C/266/S,TRAPPIST-1e,34,FALSE,0,1415,0,0,1238,Krab Pronfraked,41166,40864,161182,1617.75,954.35,43.92,35.53,101.43,957.25,994
3329,7282_01,Earth,TRUE,G/1173/P,PSO J318.5-22,30,FALSE,0,0,0,0,0,Ale Blace,41167,40865,161182,1596.85,935.8,44.08,34.97,101.42,940.55,994
3330,7286_01,Mars,FALSE,D/226/P,TRAPPIST-1e,62,FALSE,933,0,0,28,0,Bler Saste,41168,40866,161182,1648.8,940.6,44.23,34.4,101.4,949.2,1181
3331,7287_01,Europa,TRUE,B/274/S,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Aspicah Drivery,41169,40867,161182,1644.45,946.5,44.38,34.28,101.39,967.85,1181
3332,7288_01,Earth,,F/1403/S,TRAPPIST-1e,33,FALSE,229,248,0,402,0,Inen Ricker,41170,40868,161182,1613.85,962,44.54,34.15,101.38,985.1,1181
3333,7291_01,Earth,TRUE,G/1186/S,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Jodye Rasmussony,41171,40869,161182,1611.4,977.65,44.69,34.27,101.38,980.8,1181
3334,7293_01,Earth,FALSE,E/469/P,TRAPPIST-1e,51,FALSE,0,491,0,298,0,Deandy Vincenton,41172,40870,161182,1649.4,986,44.85,34.39,101.37,991,1181
3335,7294_01,Earth,FALSE,G/1187/S,TRAPPIST-1e,23,FALSE,514,0,22,1,1,Daryla Cooperkins,41173,40871,161182,1706.35,982.3,45,34.56,101.36,984.5,1181
3336,7295_01,Earth,FALSE,E/470/P,TRAPPIST-1e,18,FALSE,96,0,607,0,1,Milyn Buckentry,41174,40872,161182,1676.35,943.6,45.15,34.74,101.36,953,1181
3337,7295_02,Earth,FALSE,E/470/P,TRAPPIST-1e,47,FALSE,1095,320,1015,0,0,Elene Buckentry,41175,40873,161182,1676.1,928.15,45.31,34.78,101.36,938.6,1181
3338,7299_01,Earth,FALSE,F/1404/S,TRAPPIST-1e,58,FALSE,0,0,806,0,15,Melice Balley,41176,40874,161182,1704.95,939.5,45.46,34.81,101.36,957.15,1181
3339,7308_01,Europa,TRUE,C/267/S,TRAPPIST-1e,46,FALSE,0,0,0,0,0,Dscha Fransumint,41177,40875,161182,1709.1,940.25,45.62,34.86,101.35,943.9,1181
3340,7312_01,Mars,FALSE,D/230/P,TRAPPIST-1e,44,FALSE,106,0,2561,348,0,Ranch Buncy,41178,40876,161182,1678.85,938,45.77,34.9,101.34,963,1181
3341,7315_01,Earth,TRUE,G/1175/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Briane Puckley,41179,40877,161182,1674.5,957.5,45.92,35.03,101.34,971.05,1181
3342,7316_01,Earth,FALSE,F/1515/P,PSO J318.5-22,43,FALSE,0,726,1,23,0,Walles Hickett,41180,40878,161182,1703.85,963.6,46.08,35.16,101.34,968.5,1470
3343,7317_01,Earth,FALSE,F/1406/S,TRAPPIST-1e,21,FALSE,2,0,0,697,0,Andona Cruzaley,41181,40879,161182,1693.95,958,46.23,34.25,101.34,964,1470
3344,7318_01,Mars,FALSE,F/1407/S,PSO J318.5-22,29,FALSE,1061,7,312,0,11,,41182,40880,161182,1684.4,958.7,46.38,33.35,101.33,966,1470
3345,7319_01,Earth,FALSE,G/1176/P,PSO J318.5-22,13,FALSE,33,28,685,27,,Phia Thonyderson,41183,40881,161182,1701.7,959.15,46.54,32.92,101.32,975,1470
3346,7319_02,Earth,FALSE,G/1176/P,PSO J318.5-22,16,FALSE,13,805,2,8,6,Branda Thonyderson,41184,40882,161182,1683.8,975.25,46.69,32.48,101.32,1002,1470
3347,7319_03,Earth,FALSE,F/1516/P,TRAPPIST-1e,25,FALSE,0,733,0,0,0,Veremy Thonyderson,41185,40883,161182,1650.35,980,46.85,32.14,101.32,1006.5,1470
3348,7325_01,Earth,FALSE,E/472/P,TRAPPIST-1e,19,FALSE,0,1,451,1100,67,Troya Smalls,41186,40884,161182,1651.65,960.5,47,31.79,101.31,974.75,1443
3349,7329_01,Europa,FALSE,E/473/P,TRAPPIST-1e,29,FALSE,0,2783,195,897,852,Tabiton Coillery,41187,40885,161182,1633.35,961.95,47.15,31.48,101.31,1012,1443
3350,7329_02,Europa,FALSE,E/473/P,TRAPPIST-1e,35,TRUE,0,3131,0,203,719,Sulabik Coillery,41188,40886,161182,1654.35,988.15,47.31,31.17,101.31,999,1443
3351,7329_03,Europa,FALSE,E/473/P,55 Cancri e,56,FALSE,132,4531,2,119,67,Muonin Coillery,41189,40887,161182,1750,1020,47.46,31.07,101.31,1066.3,1443
3352,7333_01,Earth,FALSE,E/489/S,TRAPPIST-1e,20,FALSE,612,154,4,17,0,Irmark Marshopper,41190,40888,161182,1788.7,1058.8,47.62,30.97,101.31,1068.2,1443
3353,7335_01,Earth,TRUE,G/1177/P,PSO J318.5-22,38,,0,0,0,0,0,Allia Haydenez,41191,40889,161182,1751.45,1037,47.77,30.79,101.3,1037.2,1443
3354,7345_01,Mars,FALSE,F/1521/P,TRAPPIST-1e,18,FALSE,350,0,107,0,892,Gra Flell,41192,40890,161182,1736.35,988.5,47.92,30.61,101.29,1018,388
3355,7348_01,Mars,FALSE,F/1414/S,TRAPPIST-1e,26,FALSE,1189,0,632,0,0,Heat Coune,41193,40891,161182,1670.5,998.65,48.08,30.68,101.29,1023,388
3356,7348_02,Mars,TRUE,F/1414/S,55 Cancri e,0,FALSE,0,0,0,0,0,Pebix Coune,41194,40892,161182,1670.6,1011.1,48.23,30.76,101.29,1035.5,388
3357,7348_03,Mars,FALSE,F/1414/S,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Othawk Coune,41195,40893,161182,1665.5,1012.75,48.38,30.24,101.29,1019.4,388
3358,7349_01,Earth,FALSE,G/1180/P,TRAPPIST-1e,36,FALSE,0,152,0,146,329,Kendy Braymon,41196,40894,161182,1646.35,1007.05,48.54,29.71,101.29,1013,388
3359,7352_01,Earth,FALSE,F/1415/S,PSO J318.5-22,25,FALSE,1197,102,0,0,0,Nica Pottley,41197,40895,161182,1646.9,988.1,48.69,29.42,101.29,999.25,388
3360,7354_01,Europa,TRUE,B/242/P,TRAPPIST-1e,2,FALSE,0,0,,0,0,Sadirak Trameterty,41198,40896,161182,1642.55,976.6,48.85,29.14,101.28,982,507
3361,7354_02,Europa,FALSE,B/242/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Bahyon Trameterty,41199,40897,161182,1653,971.5,49,28.86,101.28,981.1,507
3362,7354_03,Europa,TRUE,B/242/P,TRAPPIST-1e,18,FALSE,0,0,0,0,,Cellus Crakete,41200,40898,161182,1610.35,915.7,49.15,28.57,101.28,949.05,507
3363,7354_04,Europa,FALSE,B/242/P,TRAPPIST-1e,60,FALSE,0,1959,91,2206,7229,Ionium Trameterty,41201,40899,161182,1614,942,49.31,28.35,101.28,956.5,507
3364,7354_05,Europa,TRUE,B/242/P,PSO J318.5-22,26,FALSE,0,0,0,0,0,Meratzn Brakeril,41202,40900,161182,1605.8,947.1,49.46,28.13,101.29,967,507
3365,7354_06,Europa,FALSE,B/242/P,TRAPPIST-1e,36,FALSE,0,911,0,749,1,Mesarid Brakeril,41203,40901,161182,1627.25,964,49.62,27.71,101.28,968,507
3366,7355_01,Mars,FALSE,E/491/S,TRAPPIST-1e,22,FALSE,848,0,5,445,0,Coate Chmad,41204,40902,161182,1637.6,953.3,49.77,27.29,101.27,958,585
3367,7357_01,Earth,TRUE,G/1193/S,55 Cancri e,21,FALSE,0,0,0,0,0,Ralda Garrez,41205,40903,161182,1620.65,943,49.92,26.94,101.26,967.05,585
3368,7362_01,Earth,FALSE,G/1195/S,TRAPPIST-1e,37,FALSE,48,84,0,20,658,Alber Hornettoney,41206,40904,161182,1602.45,943.15,50.08,26.59,101.26,950,585
3369,7363_01,Earth,TRUE,G/1182/P,TRAPPIST-1e,65,FALSE,0,0,0,0,0,,41207,40905,161182,1625.95,940.1,50.23,26.62,101.25,944.5,585
3370,7364_01,Earth,FALSE,G/1196/S,TRAPPIST-1e,44,FALSE,1,0,,0,0,,41208,40906,161182,1578.9,942.65,50.38,26.64,101.24,944,585
3371,7368_01,Europa,TRUE,,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Pharmus Frolestty,41209,40907,161182,1579.3,935.9,50.54,26.48,101.24,940.2,585
